,author,title,description,url,urlToImage,publishedAt,content,source.name,category
201,Megan Guza,"As covid cases rise, overwhelmed case investigators and contact tracers forced to adapt - TribLIVE","The rapid influx of new covid-19 cases in Allegheny County has resulted in changes to the health department’s case investigation procedure, as overwhelmed case investigators and contact tracers work to keep up with the pace of the virus. “They haven’t been ab…",https://triblive.com/news/health-now/as-covid-cases-rise-overwhelmed-case-investigators-and-contact-tracers-forced-to-adapt/,https://triblive.com/wp-content/uploads/2020/11/3271284_web1_ptr-CovidPresser014-111320.jpg,2020-11-25T22:41:24Z,"TribLIVE's Daily and Weekly email newsletters deliver the news you want and information you need, right to your inbox.
The rapid influx of new covid-19 cases in Allegheny County has resulted in chan",TribLIVE,health
202,By Frances Mulraney For Dailymail.com,St Louis ICU doctor posts video showing what final moments are like for people dying of Covid - Daily Mail,Missouri physician Dr. Kenneth E. Remy shared a video on Twitter after his night shift Saturday in which he implored people to wear masks and said he didn't want to be the last thing they see.,https://www.dailymail.co.uk/news/article-8987731/St-Louis-ICU-doctor-posts-video-showing-final-moments-like-people-dying-Covid.html,https://i.dailymail.co.uk/1s/2020/11/25/22/36116200-0-image-a-103_1606344628283.jpg,2020-11-25T22:18:00Z,"A Missouri doctor has shared a harrowing video acting out what the final moments of life look like for a patient dying from COVID-19. 
Dr. Kenneth E. Remy, a critical care physician in Missouri Bapt",Daily Mail,health
203,Spencer Custodio,Orange County's Coronavirus Positivity Rates Keep Increasing in Working Class Neighborhoods - Voice of OC,Community organizations are already stretched thin and leaders worry about a massive spike following Thanksgiving.,https://voiceofoc.org/2020/11/orange-countys-coronavirus-positivity-rates-keep-increasing-in-working-class-neighborhoods/,https://voiceofoc.org/wp-content/uploads/2020/10/AP_3258-e1603321178812.jpg,2020-11-25T22:16:32Z,"Orange Countys second coronavirus wave is steadily driving up positivity rates in central and north county neighborhoods to double digits not seen since the first summer wave, causing alarm from some",VoiceofOC,health
204,Kayla Rivas,"Coronavirus face masks can be reused with 'dry heat,' FDA says - Fox News","While the Food and Drug Administration (FDA) says health care workers should ideally use new protective gear, like masks, when possible amid coronavirus, strained supplies have caused the agency to weigh safe alternatives for reuse, like dry heat.",https://www.foxnews.com/health/coronavirus-face-mask-reused-dry-heat-fda,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/iStock-1214764626.jpg,2020-11-25T22:14:04Z,"While the U.S. Food and Drug Administration (FDA) says health care workers should ideally use new personal protective equipment amid the coronavirus pandemic, strained supplies have caused the agency",Fox News,health
205,KCRG Staff,State reports record 47 additional Iowans died of COVID-19 - KCRG,State reports record 47 additional Iowans died of COVID-19,https://www.kcrg.com/2020/11/25/state-reports-record-47-additional-iowans-died-of-covid-19/,https://gray-kcrg-prod.cdn.arcpublishing.com/resizer/lk59Uzt2M6dp7NALZxcMQDhLub8=/980x0/smart/cloudfront-us-east-1.images.arcpublishing.com/gray/TAVILMTYEVCTPE2T5INIRWB5TE.jpg,2020-11-25T22:09:00Z,"DES MOINES, Iowa (KCRG) -The Iowa Department of Public Health reported 47 more Iowans died of COVID-19. Thats a new record for single-day deaths reported in the state since the pandemic began.
The s",KCRG,health
206,Dan Albano,New COVID-19 dashboard shows few cases at Orange County schools - OCRegister,The database from the Orange County Health Care Agency shows a total of 390 cases since in-person instruction resumed in mid-August.,https://www.ocregister.com/2020/11/25/new-covid-19-dashboard-shows-few-cases-at-orange-county-schools/,https://www.ocregister.com/wp-content/uploads/2020/11/OCR-L-SCHOOLSDASHBOARD-1125-1.jpg?w=1024&h=539,2020-11-25T22:08:00Z,"A coronavirus database recently launched by the Orange County Health Care Agency shows a relatively low number of confirmed cases at schools since in-person instruction resumed in mid-August.
The ag",OCRegister,health
207,John Tuohy,"Carmel Mayor Jim Brainard recovering from COVID-19, tested positive early November - IndyStar",Carmel Mayor Jim Brainard said Wednesday he has been in self-quarantine after testing positive for COVID-19 three weeks ago.,https://www.indystar.com/story/news/local/hamilton-county/carmel/2020/11/25/carmel-mayor-jim-brainard-tested-positive-covid-19-early-november/6426294002/,"https://www.gannett-cdn.com/presto/2019/12/13/PIND/3f8e607b-f33f-4ceb-9b75-c13f325840c9-Brainard.jpg?crop=1999,1125,x0,y115&width=1600&height=800&fit=bounds",2020-11-25T21:42:28Z,"Indiana could received its first supply of coronavirus vaccine soon, federal health officials say. However, there are still many questions about the vaccine.
Wochit
Carmel Mayor Jim Brainard said W",The Indianapolis Star,health
208,"Samantha Cassetty, RD","How to lose weight after 40, according to experts - TODAY - TODAY",It can be harder to lose weight over 40 years old. Expert Dr. Robert Kushner gives reasons why it’s harder and how to set yourself up for success.,https://www.today.com/health/how-lose-weight-after-40-according-experts-t200903,https://media2.s-nbcnews.com/j/newscms/2020_48/1642204/lose-weight-after-40-te-main-201125_0e6071b12c44518f7965e24e8a76981d.social_share_1200x630_center.jpg,2020-11-25T21:18:00Z,"Once you hit 40, losing weight can feel like a lost cause. Dr. Robert Kushner, director of the Center for Lifestyle Medicine at Northwestern Medicine Center in Chicago and author of Six Factors to Fi",TODAY,health
209,Justine Lofton | jlofton@mlive.com,"10 Worst Toys of 2020 list includes swords, baby dolls - MLive.com",The list highlights hazards to look out for during Black Friday and Cyber Monday shopping.,https://www.mlive.com/news/2020/11/10-worst-toys-of-2020-list-includes-swords-baby-dolls.html,https://www.mlive.com/resizer/5bEDAVVqF_uWHxXc_FAo3WR8Q38=/1280x0/smart/cloudfront-us-east-1.images.arcpublishing.com/advancelocal/B6URFFIHJFGYXPCZEYYPKW4TZA.jpg,2020-11-25T21:11:00Z,"The annual list of toys that could be harmful to children is out, and its topped by a set of cuddly creatures that poses choking hazards.
World Against Toys Causing Harms 10 Worst Toys of 2020 list ",mlive.com,health
210,Aisha Jordan,How to Talk to Someone Who Doesn't Want the COVID-19 Vaccine - Lifehacker,"As COVID-19 vaccines transition from the hypothetical to the actual, with Pfizer seeking an emergency use authorization from the Food & Drug Administration that could see the first Americans being inoculated against the disease as early as December, the discu…",https://lifehacker.com/how-to-talk-to-someone-who-doesnt-want-the-covid-19-vac-1845750652,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/m8ndqpbshzoasrrgy4n2.jpg",2020-11-25T21:00:00Z,"As COVID-19 vaccines transition from the hypothetical to the actual, with Pfizer seeking an emergency use authorization from the Food &amp; Drug Administration that could see the first Americans bein",Lifehacker.com,health
211,Mike Bebernes,Who should be first in line to receive the coronavirus vaccine? - Yahoo News,"The public rollout of the first coronavirus vaccine could be weeks away, but supplies will be limited. Which groups should get it first?",https://news.yahoo.com/who-should-be-first-in-line-to-receive-the-coronavirus-vaccine-205714721.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/445a1e00-2f5e-11eb-bfdd-8db48a37f5e0,2020-11-25T20:57:00Z,"The 360 shows you diverse perspectives on the days top stories and debates.
Whats happening
A realistic path to ending the coronavirus pandemic came into view with news of promising results from cl",Yahoo Entertainment,health
213,Michael Woyton,Hudson Valley Bar Event Yields 6 Positive Coronavirus Cases - Patch.com,The Sullivan County public health director said few if any people were wearing masks at the gathering.,https://patch.com/new-york/midhudsonvalley/hudson-valley-bar-event-yields-6-positive-coronavirus-cases,https://patch.com/img/cdn20/shutterstock/57069/20201125/025557/styles/patch_image/public/shutterstock-1624825690___25145312879.jpg,2020-11-25T19:55:00Z,"LAKE HUNTINGTON, NY An event at a Sullivan County bar in Lake Huntington has resulted in at least six new coronavirus positive infections since the middle of November.
Sullivan County Public Health ","Avon, CT Patch",health
216,"Adam Owens, Keith Baker, Jessica Patrick",CDC considers shortening quarantine for people exposed to coronavirus - WRAL.com,"The CDC is considering a plan that would shorten the recommendation to quarantine for two weeks for people exposed to coronavirus, but some physicians say there is a risk that some cases would go unnoticed.",https://www.wral.com/cdc-considers-shortening-quarantine-for-people-exposed-to-coronavirus/19401687/,https://wwwcache.wral.com/asset/business/2020/11/25/19401834/5fbebdbc87f0d-media_f84df7087625444882aa0b169d542eca-DMID1-5ozekyhj2-640x480.jpg,2020-11-25T19:15:00Z,"By Adam Owens, WRAL reporter
The CDC is considering shortening the recommendation that people quarantine for two weeks if exposed to coronavirus, but some local physicians say there is a risk that s",WRAL.com,health
217,Joseph Guzman,"Mutations of the coronavirus do not appear to make the virus more infectious, study says | TheHill - The Hill",Researchers say they have yet to find any evidence common mutations are increasing the virus’s transmissibility.,https://thehill.com/changing-america/well-being/longevity/527582-mutations-of-the-coronavirus-do-not-appear-to-make-the,https://thehill.com/sites/default/files/ca_coronavirusmutationstudy_112520getty.jpg,2020-11-25T19:02:53Z,"None of the mutations observed in the coronavirus that causes COVID-19 appear to increase the viruss transmissibility, a new study says. 
The study led by researchers from University College London ",The Hill,health
218,Reuters,Turkey announces asymptomatic coronavirus case numbers for first time since July - Yahoo News,"Turkey recorded 28,351 new coronavirus cases in the last 24 hours, including 6,814 with symptoms, Health Minister Fahrettin Koca said on Wednesday, the first...",https://news.yahoo.com/turkey-announces-asymptomatic-coronavirus-case-184623776.html,https://s.yimg.com/uu/api/res/1.2/F5SNYO.PdV3Yh3WJL77nqg--~B/aD01NjA7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/reuters.com/e76ac8ebed878d102216f2af2635f1ce,2020-11-25T18:46:00Z,"ISTANBUL (Reuters) - Turkey recorded 28,351 new coronavirus cases in the last 24 hours, including 6,814 with symptoms, Health Minister Fahrettin Koca said on Wednesday, the first time since July Anka",Yahoo Entertainment,health
219,Joe Nelson,Nov. 25 COVID-19 update: 72 deaths ties Minnesota's single-day high - Bring Me The News,A COVID-19 update will not be provided on Thanksgiving Day.,https://bringmethenews.com/minnesota-news/nov-25-covid-19-update-72-deaths-ties-minnesotas-single-day-high,https://bringmethenews.com/.image/t_share/MTczOTg5MDI3NzE4OTY0NTMx/49826388647_074a4beb1c_k.jpg,2020-11-25T17:10:16Z,"Seventy-two more people have died from COVID-19 in Minnesota, according to the state health department's Wednesday update. The 72 deaths ties the most reported in a single day, equaling the total fro",Bring Me The News,health
222,Kerry Breen,How long will we need to wear masks? Here’s what experts say - TODAY,Wearing a mask may still be crucial even as a vaccine is deployed. Most people would need protection from COVID-19 before we can take off our face masks.,https://www.today.com/health/how-long-will-we-need-wear-masks-here-s-what-t200771,https://media3.s-nbcnews.com/j/newscms/2020_47/1638972/time-mask-covid-jc-201119_3affb4b9153a901ba62098fe8d7076d0.social_share_1200x630_center.png,2020-11-25T15:53:00Z,"The news of several potential coronavirus vaccines offers hope for the end of the pandemic, but experts caution that we may still be wearing masks and employing other guidelines, like social distanci",TODAY,health
223,Nexstar Media Wire,Interactive map: County-by-county COVID risk assessment heading into Thanksgiving - WANE,"See the odds of a person with COVID-19 attending a gathering with you, thanks to a tool from researchers at Georgia Tech.",https://www.wane.com/news/interactive-map-county-by-county-covid-risk-assessment-heading-into-thanksgiving/,https://www.wane.com/wp-content/uploads/sites/21/2020/11/Map-1.jpg?w=1280,2020-11-25T15:21:00Z,"(NEXSTAR) – The invitations have gone out and the warnings have been issued, but many are still determining whether or not to take a risk by spending Thanksgiving with family and friends outside the ",WANE,health
224,Allie Rasmus,1st coronavirus vaccines available in weeks; UCSF chosen for 'early distribution' - KTVU San Francisco,Vaccinations for the general public through UCSF are expected to become available by spring 2021.,https://www.ktvu.com/news/1st-coronavirus-vaccines-to-be-distributed-in-weeks-ucsf-plans-to-give-to-public-in-spring,https://images.foxtv.com/static.ktvu.com/www.ktvu.com/content/uploads/2020/11/1280/720/vaccine-pfizer-getty.jpg?ve=1&tl=1,2020-11-25T15:07:10Z,"SAN FRANCISCO - The director of the Center for Disease Control and other federal officials said the first coronavirus vaccines will be distributed in a matter of weeks.
CDC Director Dr. Robert Redfi",KTVU San Francisco,health
225,Adam Uren,Mayo Clinic study finds face masks critically important in preventing COVID-19 spread - Bring Me The News,The study also looked into physical distancing.,https://bringmethenews.com/minnesota-news/mayo-clinic-study-finds-face-masks-critically-important-in-preventing-covid-19-spread,https://bringmethenews.com/.image/t_share/MTc0MTUxMDEzNDg0MjA5NDM3/50121000562_3459da4072_k.jpg,2020-11-25T14:32:00Z,"The Mayo Clinic says a study it conducted into the efficacy of face masks shows how ""critically important"" they are to limiting the spread of COVID-19.
The Rochester health system released unpublish",Bring Me The News,health
226,,"After months of following COVID-19 guidelines, a Texas family 'let their guard down' for a day. All 12 of them got sick. - msnNOW","After taking ""great precautions"" for months, a Texas family gathered together on Nov. 1. All 12 were infected with COVID-19 and some spread it.",https://www.usatoday.com/story/news/health/2020/11/24/texas-family-covid-story-warning-thanksgiving/6411469002/,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BB1bkcfP.img?h=630&w=1200&m=6&q=60&o=t&l=f&f=jpg&x=677&y=449,2020-11-25T14:28:00Z,"© Courtesy Alexa Aragonez
 Alexa Aragonez says more than a dozen members of her family were sickened with COVID-19 after a family gathering on November 1. Members of her family are pictured here at ",USA Today,health
227,https://www.facebook.com/bbcnews,TikTok offers feature to avoid seizure triggers - BBC News,It is designed to protect people with photosensitive epilepsy from potentially harmful content.,https://www.bbc.co.uk/news/technology-55071345,https://ichef.bbci.co.uk/news/1024/branded_news/10941/production/_115450976_gettyimages-1183804986.jpg,2020-11-25T13:55:00Z,"By Jane WakefieldTechnology reporter 
image copyrightGetty Images
TikTok has announced a new feature that will allow people with photosensitive epilepsy to skip videos that could trigger seizures.",BBC News,health
228,Adela Suliman,"Rishi Sunak, U.K. finance minister, wins praise for staying calm during Covid - NBC News",Chancellor of the Exchequer Rishi Sunak has been thrust into the spotlight by the coronavirus pandemic with some tipping him as the next prime minister.,https://www.nbcnews.com/news/world/rishi-sunak-u-k-finance-minister-wins-praise-staying-calm-n1234055,https://media3.s-nbcnews.com/j/newscms/2020_48/3430992/201125-rishi-sunak-mc-1136_65ba9165b2347240728ccaa46314d1f4.nbcnews-fp-1200-630.jpg,2020-11-25T12:01:00Z,"LONDON It's been a tough year for front-line politicians in Britain. Few have impressed as the country battles a rampant coronavirus outbreak and continues its never-ending Brexit saga.
Except, that",NBC News,health
229,Pete DeMola,Schenectady County braces for COVID 'yellow zone' designation - The Daily Gazette,"SCHENECTADY — With a surging caseload, county Manager Rory Fluman said Schenectady County is bracing to enter the first tier of state-mandated restrictions designed to slow the spread of the…",http://dailygazette.com/2020/11/24/schenectady-county-braces-for-yellow-zone-designation/,https://dailygazette.com/wp-content/uploads/2020/11/1AF2468F-200E-40EC-A142-11B0A7DE2EF3_focuspointcut_600100010x314100010.jpeg,2020-11-25T11:53:05Z,"Categories: News, Schenectady County
SCHENECTADY With a surging caseload, county Manager Rory Fluman said Schenectady County is bracing to enter the first tier of state-mandated restrictions designe",The Daily Gazette,health
230,Quentin Fottrell,Dr. Fauci on Cuomo’s decision to review vaccines for New Yorkers after FDA approval: ‘Trust the process’ - MarketWatch,"The veteran immunologist in a Washington Post video interview: ‘The numbers can be stark, sobering and, in many cases, they can be frightening’",https://www.marketwatch.com/story/dr-fauci-on-cuomos-decision-to-review-vaccines-for-new-yorkers-trust-the-process-because-it-is-a-sound-process-2020-11-24,https://s.marketwatch.com/public/resources/images/MW-IU455_Faucim_ZG_20201123194418.jpg,2020-11-25T06:58:00Z,"Dr. Anthony Fauci has some advice for New York Gov. Andrew Cuomo, and the four other states that have vowed to independently review the efficacy and safety of a vaccine before making it available to ",MarketWatch,health
231,Kaila Lafferty (KING5),"Snohomish County COVID hospitalizations up 400%, nearing patient capacity - KING5.com","There are 80 confirmed or suspected COVID cases in Snohomish County hospitals, 11 of those patients are on ventilators.",https://www.king5.com/article/news/health/coronavirus/snohomish-county-sees-400-increase-in-covid-hospitalizations-as-hospitals-near-capacity/281-d68b2a9d-e5ac-4439-9734-e294551530de,https://media.king5.com/assets/KING/images/297467a6-ec46-41dd-82e2-0ca5145c2dfa/297467a6-ec46-41dd-82e2-0ca5145c2dfa_1140x641.jpg,2020-11-25T02:46:00Z,"EVERETT, Wash. Snohomish County may be heading into a dire situation as hospital beds are filling up with COVID-19 patients.
This week, there are 80 COVID or suspected COVID patients being treated i",KING5.com,health
232,,"Despite doctor's determination, Spokane mom doesn't believe COVID killed her daughter - KXLY Spokane","The only child to die from COVID-19 in Spokane County is a teenage girl, but her mother though doesn't believe the virus is what killed her.",https://www.kxly.com/spokane-mother-argues-covid-19-did-not-cause-daughters-death/,https://wpcdn.us-east-1.vip.tn-cloud.net/www.kxly.com/content/uploads/2020/11/abbi-watson-2-e1606271169844.jpg,2020-11-25T02:30:47Z,"November 24, 2020 6:26 PM
Posted: November 24, 2020 6:26 PM
SPOKANE, Wash. — The only child to die from COVID-19 in Spokane County is a teenage girl, but her mother though doesn’t believe the virus",KXLY Spokane,health
233,Rob McMillan,Riverside County health officials urge residents to keep Thanksgiving gatherings small as COVID-19 cases surge - KABC-TV,"Riverside County still allows outdoor dining, but public officials are urging residents to celebrate the Thanksgiving holiday responsibly as COVID-19 cases and hospitalizations continue to rise.",https://abc7.com/riverside-county-outdoor-dining-covid-rules-tier-coronavirus/8233675/,https://cdn.abcotvs.com/dip/images/8235540_112420-kabc-4pm-riverside-briefing-vid.jpg?w=1600,2020-11-25T01:05:16Z,"As the L.A. County Board of Supervisors voted to affirm the recent health order banning outdoor dining for the time being, in Riverside County, no such ban exists. But public officials are urging res",KABC-TV,health
234,Mauricio Casillas,1st patient receiving Covid-19 antibody infusion at El Paso Convention Center hospital - KVIA El Paso,"EL PASO, Texas (KVIA) -- Texas Gov. Greg Abbott on Tuesday announced the creation of a coronavirus antibody treatment infusion wing at the state-run makeshift hospital for Covid-19 patients inside the El Paso Convention Center. The alternate care site was pro…",https://kvia.com/news/el-paso/2020/11/24/state-establishes-covid-19-antibody-treatment-wing-at-el-paso-convention-center-makeshift-hospital/,https://kvia.b-cdn.net/2020/11/infusion-wing.jpg,2020-11-24T23:27:39Z,"EL PASO, Texas (KVIA) -- Texas Gov. Greg Abbott on Tuesday announced the creation of a coronavirus antibody treatment infusion wing at the state-run makeshift hospital for Covid-19 patients inside th",KVIA El Paso,health
235,Dr. Maria Simbra,Doctors Say Coronavirus Vaccines Come With Potential Side Effects - CBS Pittsburgh,"To get people vaccinated against the novel coronavirus, doctors will have to lay out what to expect.",https://pittsburgh.cbslocal.com/2020/11/24/potential-side-effects-of-coronavirus-vaccine/,https://pittsburgh.cbslocal.com/wp-content/uploads/sites/15909642/2018/08/vaccines-vaccinations.jpg?w=1024,2020-11-24T23:24:00Z,"PITTSBURGH (KDKA) — To get people vaccinated against the novel coronavirus, doctors will have to lay out what to expect.
“Fatigue, muscle aches, you can get a low-grade fever, and then some patients",Cbslocal.com,health
236,,"South Carolina Announces Latest COVID-19 Update (November 24, 2020) - WYFF4 Greenville",The South Carolina Department of Health and Environmental Control (DHEC) today announced the following COVID-19 updates.,https://www.wyff4.com/article/south-carolina-announces-latest-covid-19-update-november-24-2020/34774739,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/coronavirus-1584657686.jpg?crop=1.00xw:1.00xh;0,0&resize=1200:*",2020-11-24T23:07:00Z,"The South Carolina Department of Health and Environmental Control (DHEC) today announced the following COVID-19 updates.
Today's cases and deaths (scdhec.gov/COVID19) 
Cumulative totals (scdhec.gov",WYFF4 Greenville,health
237,JEFF D'ALESSIO jdalessio@news-gazette.com,"Tuesday's coronavirus updates: Vermilion reports four deaths, Champaign County two; Seven-day positivity rates drop again in Illinois (10.9% to 10.4%), Region 6 (13.7% to 13.4%) - Champaign/Urbana News-Gazette","Tuesday's new case counts: 103 in Champaign County, 86 in Vermilion, 26 on UI campus, 18 in Ford, 12 in Douglas. (Piatt County did not report). ... Seven-day positivity rates:",https://www.news-gazette.com/coronavirus/tuesdays-coronavirus-updates-vermilion-reports-four-deaths-champaign-county-two-seven-day-positivity-rates-drop/article_d5c8f22f-b840-5d84-9258-56885b67e0e2.html,https://bloximages.newyork1.vip.townnews.com/news-gazette.com/content/tncms/assets/v3/editorial/d/5c/d5c8f22f-b840-5d84-9258-56885b67e0e2/5fbd8ad2608cc.preview.png?resize=600%2C334,2020-11-24T23:05:00Z,"Vermilion Countys pandemic death toll is now at 34 after health Administrator Doug Toole announced four new fatalities late Tuesday afternoon.
Women in their 70s and 90s and men in their 60s and 90s",Champaign/Urbana News-Gazette,health
238,Youyou Zhou,A Thanksgiving quiz: Are Americans wearing masks at gatherings? - Vox,Can you guess correctly how Americans behave?,https://www.vox.com/21534158/americans-are-gathering-with-friends-and-family-are-they-wearing-masks,https://cdn.vox-cdn.com/thumbor/SJ4Nks6y2nELBiFEUIh5VhkIJVg=/204x160:2796x1521/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22063800/lead_masks_indoors.png,2020-11-24T22:17:00Z,"Amanda Northrop/Vox
Can you guess correctly how Americans behave?
When we think about whether or not to put on a face mask, the choice is often influenced by our environment: Do I need a mask to ke",Vox,health
239,Vishwadha Chander,Plasma from recovered patients shows little benefit in those hospitalized with COVID-19 - study - Reuters,"Using blood plasma from COVID-19 survivors to treat patients with severe pneumonia caused by the novel coronavirus showed little benefit, according to data released on Tuesday from a clinical trial in Argentina.",https://uk.reuters.com/article/us-health-coronavirus-plasma-idUKKBN2843AR,https://static.reuters.com/resources/r/?m=02&d=20201124&t=2&i=1542342128&r=LYNXMPEGAN1OW&w=800,2020-11-24T22:07:00Z,FILE PHOTO: Convalescent plasma samples in vials are seen before being tested for COVID-19 antibodies at the Bloodworks Northwest Laboratory during the coronavirus disease (COVID-19) outbreak in Rent,Reuters,health
240,WSYR,Several potential COVID-19 exposures in Oswego County - WSYR,"OSWEGO COUNTY, N.Y. (WSYR-TV) — The Oswego County Health Department announced several potential COVID-19 exposures on Tuesday. Anyone who visited the following locations at the following times may have been exposed to the virus. American Legion Post 858, 114 …",https://www.localsyr.com/exposures/several-potential-covid-19-exposures-in-oswego-county/,https://www.localsyr.com/wp-content/uploads/sites/63/2020/03/Oswego-County_Coronavirus.jpg?w=1280,2020-11-24T21:51:00Z,"OSWEGO COUNTY, N.Y. (WSYR-TV) — The Oswego County Health Department announced several potential COVID-19 exposures on Tuesday. Anyone who visited the following locations at the following times may ha",WSYR,health
241,"BLAKE NICHOLSON,",37 more COVID-19 deaths reported in North Dakota; vaccine committee gets update on doses - Bismarck Tribune,"Thirty-seven more North Dakotans with COVID-19 have died, but active cases of the coronavirus disease and related hospitalizations have dropped significantly.",https://bismarcktribune.com/news/local/health/37-more-covid-19-deaths-reported-in-north-dakota-vaccine-committee-gets-update-on-doses/article_3a2ec491-e86e-5c6a-b1e3-1f141e3a5f35.html,https://bloximages.chicago2.vip.townnews.com/bismarcktribune.com/content/tncms/assets/v3/editorial/e/34/e34da351-c1f1-5abb-935d-b46c44d7d45c/5fbe8b0057afc.image.jpg?crop=1540%2C866%2C0%2C239&resize=1120%2C630&order=crop%2Cresize,2020-11-24T20:15:00Z,"Thirty-seven more North Dakotans with COVID-19 have died, but active cases of the coronavirus disease and related hospitalizations have dropped significantly, North Dakota's Department of Health repo",Bismarck Tribune,health
242,Crystal Britt,On the verge of crisis: Cape Girardeau COVID-19 unit workers share concerns as case numbers soar - KFVS,"COVID unit healthcare professionals speak candidly about their concerns as case numbers and hospitalization rates soar. They hope we all take the precautions seriously, especially as we head into the holiday season.",https://www.kfvs12.com/2020/11/24/verge-crisis-cape-girardeau-covid-unit-workers-share-concerns-case-numbers-soar/,https://www.kfvs12.com/resizer/hkL1N8amdpXqq4JyHDTDI8PkVko=/1200x0/cloudfront-us-east-1.images.arcpublishing.com/raycom/BIG6KBCHUZEXJBWCJLLZOBGLPM.jpg,2020-11-24T19:58:21Z,"CAPE GIRARDEAU, Mo. (KFVS) - A lot has changed in eight months.
In the beginning, the healthcare workers in local COVID units were trying to navigate the challenges of the unknown.
Now, they are fa",KFVS,health
243,"Tammy Webber, Daniella Peters",Restaurant workers out of work again as virus surges anew - The Associated Press,Waiters and bartenders are being thrown out of work — again — as governors and local officials shut down indoor dining and drinking establishments to combat the nationwide surge in coronavirus...,https://apnews.com/article/technology-ap-top-news-los-angeles-coronavirus-pandemic-0449f03fee12c3856325ac9b0138c210,https://storage.googleapis.com/afs-prod/media/5485c5a080b24166abda9812d22503d2/3000.jpeg,2020-11-24T18:37:11Z,Waiters and bartenders are being thrown out of work again as governors and local officials shut down indoor dining and drinking establishments to combat the nationwide surge in coronavirus infections,Associated Press,health
245,Jason Gay,Rules for Zoom Thanksgiving: How to Handle Family (and Touch Football) at a Virtual Holiday - The Wall Street Journal,A coronavirus-era twist on a touch tball holiday tradition—with advice from Dr. Fauci,https://www.wsj.com/articles/how-to-host-a-safe-virtual-family-thanksgiving-zoom-11606221505,https://images.wsj.net/im-263666/social,2020-11-24T13:40:00Z,"The annual Rules of Thanksgiving Family Touch Football is my favorite column to writethis is the 10th edition, believe it or notbut this year, its tricky. A pandemic persists. Theres promising news a",The Wall Street Journal,health
246,By Jonathan Chadwick For Mailonline,"Drinking cocoa can increase your mental agility, study claims - Daily Mail",UK and US researchers found healthy adults  performed better on difficult cognitive tasks if the participants had consumed a cocoa drink containing high levels of flavanols.,https://www.dailymail.co.uk/sciencetech/article-8981289/Drinking-cocoa-increase-mental-agility-study-claims.html,https://i.dailymail.co.uk/1s/2020/11/24/11/36042504-0-image-a-46_1606215712643.jpg,2020-11-24T12:22:00Z,"Drinking cocoa can increase your mental agility thanks to the presence of flavanols chemicals that are abundant in cocoa beans. 
UK and US researchers found healthy adults performed better on diffic",Daily Mail,health
248,,Neutrinos Yield First Experimental Evidence of the CNO Energy-Production Mechanism of the Universe - SciTechDaily,"Neutrinos Yield First Experimental Evidence of Catalyzed Fusion Dominant in Many Stars An international team of about 100 scientists of the Borexino Collaboration, including particle physicist Andrea Pocar at the University of Massachusetts Amherst, report in…",https://scitechdaily.com/neutrinos-yield-first-experimental-evidence-of-the-cno-energy-production-mechanism-of-the-universe/,https://scitechdaily.com/images/Borexino-Detector.jpg,2020-11-26T06:29:49Z,"View into the interior of the Borexino detector. Credit: Borexino Collaboration
Neutrinos Yield First Experimental Evidence of Catalyzed Fusion Dominant in Many Stars
An international team of about",SciTechDaily,science
250,Mindy Weisberger,X-Ray Scans of Ancient Egyptian Mummy Reveal a Surprising Discovery - ScienceAlert,Highly focused X-ray beams targeted small objects inside the mummy.,https://www.livescience.com/roman-era-mummy-x-ray-scans.html,https://cdn.mos.cms.futurecdn.net/gFbhPQ9GgiZKzVoSfivdJe-1200-80.jpg,2020-11-25T23:54:41Z,"An Egyptian mummy
 that was decorated with a woman's portrait contained a surprise the body of a child who was only 5 years old when she died. Now, scientists have learned more about the mysterious ",Live Science,science
251,Ian J. O'Neill / Jane J. Lee,Follow Sentinel-6 Michael Freilich in Real Time As It Orbits Earth - Jet Propulsion Laboratory,"With NASA's Eyes on the Earth web-based app, you can tag along with the U.S.-European satellite as it orbits the globe, gathering critical measurements of our changing planet.",https://www.jpl.nasa.gov/news/news.php?feature=7793,https://www.jpl.nasa.gov/images/sentintel-6/20201125/1_sentinel-6-eyes-screenshot-16.jpg,2020-11-25T20:40:05Z,"With NASA's Eyes on the Earth web-based app, you can tag along with the U.S.-European satellite as it orbits the globe, gathering critical measurements of our changing planet.
When Sentinel-6 Michae",NASA,science
